season,episode_title,episode_url,burger_of_the_day,burger_name,burger_description,tvmaze_episode_id,tvmaze_episode_name,tvmaze_episode_number,tvmaze_episode_url,tvmaze_match_type,tvmaze_match_score
7,Zero Larp Thirty,https://bobs-burgers.fandom.com/wiki/Zero_Larp_Thirty,CREMINIS AND MISDEMEANIES BURGER (Comes with cremini mushrooms),CREMINIS AND MISDEMEANIES BURGER,Comes with cremini mushrooms,1116408,Zero Larp Thirty,17,https://www.tvmaze.com/episodes/1116408/bobs-burgers-7x17-zero-larp-thirty,exact,1.0
7,The Laser-inth,https://bobs-burgers.fandom.com/wiki/The_Laser-inth,None,None,,1117449,The Laser-inth,18,https://www.tvmaze.com/episodes/1117449/bobs-burgers-7x18-the-laser-inth,exact,1.0
7,Thelma & Louise Except Thelma is Linda,https://bobs-burgers.fandom.com/wiki/Thelma_%26_Louise_Except_Thelma_is_Linda,GLORY GLORY JALAPEÑO BURGER (Comes with jalapeños),GLORY GLORY JALAPEÑO BURGER,Comes with jalapeños,1117450,Thelma & Louise Except Thelma is Linda,19,https://www.tvmaze.com/episodes/1117450/bobs-burgers-7x19-thelma-louise-except-thelma-is-linda,exact,1.0
7,"Mom, Lies, and Videotapes","https://bobs-burgers.fandom.com/wiki/Mom,_Lies,_and_Videotapes",None,None,,1117451,"Mom, Lies and Videotapes",20,https://www.tvmaze.com/episodes/1117451/bobs-burgers-7x20-mom-lies-and-videotapes,exact,1.0
7,Paraders of the Lost Float,https://bobs-burgers.fandom.com/wiki/Paraders_of_the_Lost_Float,RIDING IN CARS WITH BOK CHOYS,RIDING IN CARS WITH BOK CHOYS,,1124554,Paraders of the Lost Float,21,https://www.tvmaze.com/episodes/1124554/bobs-burgers-7x21-paraders-of-the-lost-float,exact,1.0
7,Into the Mild,https://bobs-burgers.fandom.com/wiki/Into_the_Mild,THE PEAR GOES THE NEIGHBORHOOD BURGER,THE PEAR GOES THE NEIGHBORHOOD BURGER,,1176125,Into the Mild,22,https://www.tvmaze.com/episodes/1176125/bobs-burgers-7x22-into-the-mild,exact,1.0
8,Brunchsquatch,https://bobs-burgers.fandom.com/wiki/Brunchsquatch,THE BLANC CANVAS BURGER (Comes with a fromage blanc),THE BLANC CANVAS BURGER,Comes with a fromage blanc,1224487,Brunchsquatch,1,https://www.tvmaze.com/episodes/1224487/bobs-burgers-8x01-brunchsquatch,exact,1.0
8,Brunchsquatch,https://bobs-burgers.fandom.com/wiki/Brunchsquatch,TOPLESS THE MORNING TO YOU BURGER,TOPLESS THE MORNING TO YOU BURGER,,1224487,Brunchsquatch,1,https://www.tvmaze.com/episodes/1224487/bobs-burgers-8x01-brunchsquatch,exact,1.0
8,The Silence of the Louise,https://bobs-burgers.fandom.com/wiki/The_Silence_of_the_Louise,BURRATA BE ... AW BURGER,BURRATA BE ... AW BURGER,,1312558,The Silence of the Louise,2,https://www.tvmaze.com/episodes/1312558/bobs-burgers-8x02-the-silence-of-the-louise,exact,1.0
8,The Silence of the Louise,https://bobs-burgers.fandom.com/wiki/The_Silence_of_the_Louise,WEEKEND AT BEARNAISE BURGER,WEEKEND AT BEARNAISE BURGER,,1312558,The Silence of the Louise,2,https://www.tvmaze.com/episodes/1312558/bobs-burgers-8x02-the-silence-of-the-louise,exact,1.0
8,The Wolf of Wharf Street,https://bobs-burgers.fandom.com/wiki/The_Wolf_of_Wharf_Street,None,None,,1318363,The Wolf of Wharf Street,3,https://www.tvmaze.com/episodes/1318363/bobs-burgers-8x03-the-wolf-of-wharf-street,exact,1.0
8,Sit Me Baby One More Time,https://bobs-burgers.fandom.com/wiki/Sit_Me_Baby_One_More_Time,THE CLEAR AND PRESENT GINGER BURGER,THE CLEAR AND PRESENT GINGER BURGER,,1330033,Sit Me Baby One More Time,4,https://www.tvmaze.com/episodes/1330033/bobs-burgers-8x04-sit-me-baby-one-more-time,exact,1.0
8,Thanks-hoarding,https://bobs-burgers.fandom.com/wiki/Thanks-hoarding,THE CATCH ME IF YOU CRAN BURGER (Served with cranberry sauce),THE CATCH ME IF YOU CRAN BURGER,Served with cranberry sauce,1335906,Thanks-Hoarding,5,https://www.tvmaze.com/episodes/1335906/bobs-burgers-8x05-thanks-hoarding,exact,1.0
8,The Bleakening,https://bobs-burgers.fandom.com/wiki/The_Bleakening,THE EBENEEZER BLEU-GE BURGER,THE EBENEEZER BLEU-GE BURGER,,,,,,missing,
8,The Bleakening,https://bobs-burgers.fandom.com/wiki/The_Bleakening,TWAS THE NUT BEFORE CHRISTMAS BURGER (Comes with walnut aioli),TWAS THE NUT BEFORE CHRISTMAS BURGER,Comes with walnut aioli,,,,,missing,
8,V for Valentine-detta,https://bobs-burgers.fandom.com/wiki/V_for_Valentine-detta,THE SHUT UP AND SWISS ME BURGER,THE SHUT UP AND SWISS ME BURGER,,1376264,V for Valentine-detta,8,https://www.tvmaze.com/episodes/1376264/bobs-burgers-8x08-v-for-valentine-detta,exact,1.0
8,Y Tu Ga-Ga Tambien,https://bobs-burgers.fandom.com/wiki/Y_Tu_Ga-Ga_Tambien,STEP INTO THE OKRA-TAGON BURGER,STEP INTO THE OKRA-TAGON BURGER,,1400868,Y Tu Ga-Ga Tambien,9,https://www.tvmaze.com/episodes/1400868/bobs-burgers-8x09-y-tu-ga-ga-tambien,exact,1.0
8,Y Tu Ga-Ga Tambien,https://bobs-burgers.fandom.com/wiki/Y_Tu_Ga-Ga_Tambien,HAVARTI LIKE IT'S 1999 BURGER,HAVARTI LIKE IT'S 1999 BURGER,,1400868,Y Tu Ga-Ga Tambien,9,https://www.tvmaze.com/episodes/1400868/bobs-burgers-8x09-y-tu-ga-ga-tambien,exact,1.0
8,Y Tu Ga-Ga Tambien,https://bobs-burgers.fandom.com/wiki/Y_Tu_Ga-Ga_Tambien,SMELLS LIKE BEAN SPIRIT BURGER,SMELLS LIKE BEAN SPIRIT BURGER,,1400868,Y Tu Ga-Ga Tambien,9,https://www.tvmaze.com/episodes/1400868/bobs-burgers-8x09-y-tu-ga-ga-tambien,exact,1.0
8,Y Tu Ga-Ga Tambien,https://bobs-burgers.fandom.com/wiki/Y_Tu_Ga-Ga_Tambien,CORN THIS WAY BURGER,CORN THIS WAY BURGER,,1400868,Y Tu Ga-Ga Tambien,9,https://www.tvmaze.com/episodes/1400868/bobs-burgers-8x09-y-tu-ga-ga-tambien,exact,1.0
8,The Secret Ceramics Room of Secrets,https://bobs-burgers.fandom.com/wiki/The_Secret_Ceramics_Room_of_Secrets,THE SOUS-VIDE AND THE BANSHEES BURGER,THE SOUS-VIDE AND THE BANSHEES BURGER,,1415702,The Secret Ceramics Room of Secrets,10,https://www.tvmaze.com/episodes/1415702/bobs-burgers-8x10-the-secret-ceramics-room-of-secrets,exact,1.0
8,The Secret Ceramics Room of Secrets,https://bobs-burgers.fandom.com/wiki/The_Secret_Ceramics_Room_of_Secrets,THE FULL HEAD OF HEIR-LOOM TOMATO BURGER,THE FULL HEAD OF HEIR-LOOM TOMATO BURGER,,1415702,The Secret Ceramics Room of Secrets,10,https://www.tvmaze.com/episodes/1415702/bobs-burgers-8x10-the-secret-ceramics-room-of-secrets,exact,1.0
8,The Secret Ceramics Room of Secrets,https://bobs-burgers.fandom.com/wiki/The_Secret_Ceramics_Room_of_Secrets,THE WHAT'S KALA-MATA YOU BURGER,THE WHAT'S KALA-MATA YOU BURGER,,1415702,The Secret Ceramics Room of Secrets,10,https://www.tvmaze.com/episodes/1415702/bobs-burgers-8x10-the-secret-ceramics-room-of-secrets,exact,1.0
8,The Secret Ceramics Room of Secrets,https://bobs-burgers.fandom.com/wiki/The_Secret_Ceramics_Room_of_Secrets,THE WE BOUGHT A ZUCCHINI BURGER,THE WE BOUGHT A ZUCCHINI BURGER,,1415702,The Secret Ceramics Room of Secrets,10,https://www.tvmaze.com/episodes/1415702/bobs-burgers-8x10-the-secret-ceramics-room-of-secrets,exact,1.0
8,Sleeping with the Frenemy,https://bobs-burgers.fandom.com/wiki/Sleeping_with_the_Frenemy,THE TURN TH... ...S AROUND,THE TURN TH... ...S AROUND,,1418895,Sleeping with the Frenemy,11,https://www.tvmaze.com/episodes/1418895/bobs-burgers-8x11-sleeping-with-the-frenemy,exact,1.0
8,Sleeping with the Frenemy,https://bobs-burgers.fandom.com/wiki/Sleeping_with_the_Frenemy,THE OLIVE WHAT SHE'S HAVING BURGER,THE OLIVE WHAT SHE'S HAVING BURGER,,1418895,Sleeping with the Frenemy,11,https://www.tvmaze.com/episodes/1418895/bobs-burgers-8x11-sleeping-with-the-frenemy,exact,1.0
8,Sleeping with the Frenemy,https://bobs-burgers.fandom.com/wiki/Sleeping_with_the_Frenemy,THE ROSEMARY'S BABY SPINACH BURGER,THE ROSEMARY'S BABY SPINACH BURGER,,1418895,Sleeping with the Frenemy,11,https://www.tvmaze.com/episodes/1418895/bobs-burgers-8x11-sleeping-with-the-frenemy,exact,1.0
8,The Hurt Soccer,https://bobs-burgers.fandom.com/wiki/The_Hurt_Soccer,THE WASABI WITH YOU? BURGER,THE WASABI WITH YOU? BURGER,,1422459,The Hurt Soccer,12,https://www.tvmaze.com/episodes/1422459/bobs-burgers-8x12-the-hurt-soccer,exact,1.0
8,The Hurt Soccer,https://bobs-burgers.fandom.com/wiki/The_Hurt_Soccer,THE HEIRLOOM WHERE IT HAPPENS BURGER,THE HEIRLOOM WHERE IT HAPPENS BURGER,,1422459,The Hurt Soccer,12,https://www.tvmaze.com/episodes/1422459/bobs-burgers-8x12-the-hurt-soccer,exact,1.0
8,"Cheer Up, Sleepy Gene","https://bobs-burgers.fandom.com/wiki/Cheer_Up,_Sleepy_Gene",JUDY GARLIC BURGER (Comes with garlic tapenade),JUDY GARLIC BURGER,Comes with garlic tapenade,1426535,Cheer Up Sleepy Gene,13,https://www.tvmaze.com/episodes/1426535/bobs-burgers-8x13-cheer-up-sleepy-gene,exact,1.0
8,The Trouble with Doubles,https://bobs-burgers.fandom.com/wiki/The_Trouble_with_Doubles,None,None,,1430386,The Trouble with Doubles,14,https://www.tvmaze.com/episodes/1430386/bobs-burgers-8x14-the-trouble-with-doubles,exact,1.0
8,Go Tina on the Mountain,https://bobs-burgers.fandom.com/wiki/Go_Tina_on_the_Mountain,THE YOU WON'T BELIEVE ... OT BUTTERNUT ... SH BURGER (... zucchini),THE YOU WON'T BELIEVE ... OT BUTTERNUT ... SH BURGER,... zucchini,1430387,Go Tina on the Mountain,15,https://www.tvmaze.com/episodes/1430387/bobs-burgers-8x15-go-tina-on-the-mountain,exact,1.0
8,Go Tina on the Mountain,https://bobs-burgers.fandom.com/wiki/Go_Tina_on_the_Mountain,THE PAPRIKA SMURF BURGER (Comes with blue potato fries),THE PAPRIKA SMURF BURGER,Comes with blue potato fries,1430387,Go Tina on the Mountain,15,https://www.tvmaze.com/episodes/1430387/bobs-burgers-8x15-go-tina-on-the-mountain,exact,1.0
8,"Are You There Bob? It's Me, Birthday","https://bobs-burgers.fandom.com/wiki/Are_You_There_Bob%3F_It%27s_Me,_Birthday",THE HERE I AM BROCCOLI LIKE A HURRICANE BURGER,THE HERE I AM BROCCOLI LIKE A HURRICANE BURGER,,1430388,"Are You There Bob? It's Me, Birthday",16,https://www.tvmaze.com/episodes/1430388/bobs-burgers-8x16-are-you-there-bob-its-me-birthday,exact,1.0
8,"Are You There Bob? It's Me, Birthday","https://bobs-burgers.fandom.com/wiki/Are_You_There_Bob%3F_It%27s_Me,_Birthday",...E OLDER WITH ...E EGGS-PERIENCE BURGER (...-aged burger with a fried egg on top),...E OLDER WITH ...E EGGS-PERIENCE BURGER,...-aged burger with a fried egg on top,1430388,"Are You There Bob? It's Me, Birthday",16,https://www.tvmaze.com/episodes/1430388/bobs-burgers-8x16-are-you-there-bob-its-me-birthday,exact,1.0
8,Boywatch,https://bobs-burgers.fandom.com/wiki/Boywatch,PORTABELLO THE BELT BURGER,PORTABELLO THE BELT BURGER,,1430389,Boywatch,17,https://www.tvmaze.com/episodes/1430389/bobs-burgers-8x17-boywatch,exact,1.0
8,Boywatch,https://bobs-burgers.fandom.com/wiki/Boywatch,WALK THIS WAIOLI BURGER (Comes with Wasabi Aioli),WALK THIS WAIOLI BURGER,Comes with Wasabi Aioli,1430389,Boywatch,17,https://www.tvmaze.com/episodes/1430389/bobs-burgers-8x17-boywatch,exact,1.0
8,Boywatch,https://bobs-burgers.fandom.com/wiki/Boywatch,SHISHITO CORLEONE BURGER (Comes with Shishito Peppers),SHISHITO CORLEONE BURGER,Comes with Shishito Peppers,1430389,Boywatch,17,https://www.tvmaze.com/episodes/1430389/bobs-burgers-8x17-boywatch,exact,1.0
8,Boywatch,https://bobs-burgers.fandom.com/wiki/Boywatch,QUANTUM OF SAL- BURGER (Comes ...mpote),QUANTUM OF SAL- BURGER,Comes ...mpote,1430389,Boywatch,17,https://www.tvmaze.com/episodes/1430389/bobs-burgers-8x17-boywatch,exact,1.0
8,Boywatch,https://bobs-burgers.fandom.com/wiki/Boywatch,THE GOUDA WIFE BURGER (Comes with Mature Gouda),THE GOUDA WIFE BURGER,Comes with Mature Gouda,1430389,Boywatch,17,https://www.tvmaze.com/episodes/1430389/bobs-burgers-8x17-boywatch,exact,1.0
8,As I Walk Through the Alley of the Shadow of Ramps,https://bobs-burgers.fandom.com/wiki/As_I_Walk_Through_the_Alley_of_the_Shadow_of_Ramps,THE SUN'LL COME OUT TO-MARROW BURGER (Comes with bone marrow),THE SUN'LL COME OUT TO-MARROW BURGER,Comes with bone marrow,1432071,As I Walk Through the Alley of the Shadow of Ramps,18,https://www.tvmaze.com/episodes/1432071/bobs-burgers-8x18-as-i-walk-through-the-alley-of-the-shadow-of-ramps,exact,1.0
8,As I Walk Through the Alley of the Shadow of Ramps,https://bobs-burgers.fandom.com/wiki/As_I_Walk_Through_the_Alley_of_the_Shadow_of_Ramps,THE SNEAKIN' CELERY DOWN THE ALLEY BURGER,THE SNEAKIN' CELERY DOWN THE ALLEY BURGER,,1432071,As I Walk Through the Alley of the Shadow of Ramps,18,https://www.tvmaze.com/episodes/1432071/bobs-burgers-8x18-as-i-walk-through-the-alley-of-the-shadow-of-ramps,exact,1.0
8,As I Walk Through the Alley of the Shadow of Ramps,https://bobs-burgers.fandom.com/wiki/As_I_Walk_Through_the_Alley_of_the_Shadow_of_Ramps,THE 500 GLAZE OF SUMMER BURGER (Comes with Pomegranate Glaze),THE 500 GLAZE OF SUMMER BURGER,Comes with Pomegranate Glaze,1432071,As I Walk Through the Alley of the Shadow of Ramps,18,https://www.tvmaze.com/episodes/1432071/bobs-burgers-8x18-as-i-walk-through-the-alley-of-the-shadow-of-ramps,exact,1.0
8,Mo Mommy Mo Problems,https://bobs-burgers.fandom.com/wiki/Mo_Mommy_Mo_Problems,None,None,,1432072,Mo Mommy Mo Problems,19,https://www.tvmaze.com/episodes/1432072/bobs-burgers-8x19-mo-mommy-mo-problems,exact,1.0
8,Mission Impos-slug-ble,https://bobs-burgers.fandom.com/wiki/Mission_Impos-slug-ble,THE I'M GETTING TOO OLD FOR THIS SHISHITO BURGER,THE I'M GETTING TOO OLD FOR THIS SHISHITO BURGER,,1432073,Mission Impos-slug-ble,20,https://www.tvmaze.com/episodes/1432073/bobs-burgers-8x20-mission-impos-slug-ble,exact,1.0
8,Mission Impos-slug-ble,https://bobs-burgers.fandom.com/wiki/Mission_Impos-slug-ble,THE ... N'T DREAM ... S OKRA ... RGER,THE ... N'T DREAM ... S OKRA ... RGER,,1432073,Mission Impos-slug-ble,20,https://www.tvmaze.com/episodes/1432073/bobs-burgers-8x20-mission-impos-slug-ble,exact,1.0
8,"Something Old, Something New, Something Bob Caters for You","https://bobs-burgers.fandom.com/wiki/Something_Old,_Something_New,_Something_Bob_Caters_for_You",THE STOP OR MY MOM WILL SHOOTS BURGER (Topped with pea shoots),THE STOP OR MY MOM WILL SHOOTS BURGER,Topped with pea shoots,1432074,"Something Old, Something New, Something Bob Caters for You",21,https://www.tvmaze.com/episodes/1432074/bobs-burgers-8x21-something-old-something-new-something-bob-caters-for-you,exact,1.0
8,"Something Old, Something New, Something Bob Caters for You","https://bobs-burgers.fandom.com/wiki/Something_Old,_Something_New,_Something_Bob_Caters_for_You","THE RING-GRUYÈRE-ER BURGER (Comes with a side of Farro salad, Gruyère cheese and an onion ring)",THE RING-GRUYÈRE-ER BURGER,"Comes with a side of Farro salad, Gruyère cheese and an onion ring",1432074,"Something Old, Something New, Something Bob Caters for You",21,https://www.tvmaze.com/episodes/1432074/bobs-burgers-8x21-something-old-something-new-something-bob-caters-for-you,exact,1.0
9,Just One of the Boyz 4 Now for Now,https://bobs-burgers.fandom.com/wiki/Just_One_of_the_Boyz_4_Now_for_Now,THE DRAGON FRUIT ME TO HELL BURGER,THE DRAGON FRUIT ME TO HELL BURGER,,1486782,Just One of the Boyz 4 Now for Now,1,https://www.tvmaze.com/episodes/1486782/bobs-burgers-9x01-just-one-of-the-boyz-4-now-for-now,exact,1.0
9,The Taking of Funtime One Two Three,https://bobs-burgers.fandom.com/wiki/The_Taking_of_Funtime_One_Two_Three,WON'T BAGUETTE FOOLED AGAIN BURGER,WON'T BAGUETTE FOOLED AGAIN BURGER,,1529393,The Taking of Funtime One Two Three,2,https://www.tvmaze.com/episodes/1529393/bobs-burgers-9x02-the-taking-of-funtime-one-two-three,exact,1.0
9,Tweentrepreneurs,https://bobs-burgers.fandom.com/wiki/Tweentrepreneurs,TURMERIC-A THE BEAUTIFUL BURGER,TURMERIC-A THE BEAUTIFUL BURGER,,1533536,Tweentrepreneurs,3,https://www.tvmaze.com/episodes/1533536/bobs-burgers-9x03-tweentrepreneurs,exact,1.0
9,Tweentrepreneurs,https://bobs-burgers.fandom.com/wiki/Tweentrepreneurs,THE FINDERS CAPERS BURGER,THE FINDERS CAPERS BURGER,,1533536,Tweentrepreneurs,3,https://www.tvmaze.com/episodes/1533536/bobs-burgers-9x03-tweentrepreneurs,exact,1.0
9,Tweentrepreneurs,https://bobs-burgers.fandom.com/wiki/Tweentrepreneurs,THE COPS AND RABE-ERS BURGER (Topped with Broccoli Rabe),THE COPS AND RABE-ERS BURGER,Topped with Broccoli Rabe,1533536,Tweentrepreneurs,3,https://www.tvmaze.com/episodes/1533536/bobs-burgers-9x03-tweentrepreneurs,exact,1.0
9,Tweentrepreneurs,https://bobs-burgers.fandom.com/wiki/Tweentrepreneurs,THE LITTLE CHOP OF HORSERADISH BURGER,THE LITTLE CHOP OF HORSERADISH BURGER,,1533536,Tweentrepreneurs,3,https://www.tvmaze.com/episodes/1533536/bobs-burgers-9x03-tweentrepreneurs,exact,1.0
9,Nightmare on Ocean Avenue Street,https://bobs-burgers.fandom.com/wiki/Nightmare_on_Ocean_Avenue_Street,MY BLOODY KALE-ENTINE BURGER,MY BLOODY KALE-ENTINE BURGER,,1536861,Nightmare on Ocean Avenue Street,4,https://www.tvmaze.com/episodes/1536861/bobs-burgers-9x04-nightmare-on-ocean-avenue-street,exact,1.0
9,Live and Let Fly,https://bobs-burgers.fandom.com/wiki/Live_and_Let_Fly,THE ABSENTEE SHALLOT BURGER (Comes with crispy shallots),THE ABSENTEE SHALLOT BURGER,Comes with crispy shallots,1544177,Live and Let Fly,5,https://www.tvmaze.com/episodes/1544177/bobs-burgers-9x05-live-and-let-fly,exact,1.0
9,Live and Let Fly,https://bobs-burgers.fandom.com/wiki/Live_and_Let_Fly,THE LAND OF THE SLAW-ST BURGER (Comes with pickle slaw),THE LAND OF THE SLAW-ST BURGER,Comes with pickle slaw,1544177,Live and Let Fly,5,https://www.tvmaze.com/episodes/1544177/bobs-burgers-9x05-live-and-let-fly,exact,1.0
9,Bobby Driver,https://bobs-burgers.fandom.com/wiki/Bobby_Driver,FOCACCIA RED HANDED BURGER (On focaccia with beets),FOCACCIA RED HANDED BURGER,On focaccia with beets,1548325,Bobby Driver,6,https://www.tvmaze.com/episodes/1548325/bobs-burgers-9x06-bobby-driver,exact,1.0
9,I Bob Your Pardon,https://bobs-burgers.fandom.com/wiki/I_Bob_Your_Pardon,None,None,,1552639,I Bob Your Pardon,7,https://www.tvmaze.com/episodes/1552639/bobs-burgers-9x07-i-bob-your-pardon,exact,1.0
9,Roller? I Hardly Know Her!,https://bobs-burgers.fandom.com/wiki/Roller%3F_I_Hardly_Know_Her!,THE FRANKIE GOES TO HOLLANDAISE BURGER,THE FRANKIE GOES TO HOLLANDAISE BURGER,,1556899,Roller? I Hardly Knew Her!,8,https://www.tvmaze.com/episodes/1556899/bobs-burgers-9x08-roller-i-hardly-knew-her,fuzzy,0.958
9,Roller? I Hardly Know Her!,https://bobs-burgers.fandom.com/wiki/Roller%3F_I_Hardly_Know_Her!,THE FIFTY GLAZE TO EAT YOUR BURGER,THE FIFTY GLAZE TO EAT YOUR BURGER,,1556899,Roller? I Hardly Knew Her!,8,https://www.tvmaze.com/episodes/1556899/bobs-burgers-9x08-roller-i-hardly-knew-her,fuzzy,0.958
9,Roller? I Hardly Know Her!,https://bobs-burgers.fandom.com/wiki/Roller%3F_I_Hardly_Know_Her!,THE THROW YOUR HANDS IN THE HEIRLOOM BURGER,THE THROW YOUR HANDS IN THE HEIRLOOM BURGER,,1556899,Roller? I Hardly Knew Her!,8,https://www.tvmaze.com/episodes/1556899/bobs-burgers-9x08-roller-i-hardly-knew-her,fuzzy,0.958
9,UFO No You Didn't,https://bobs-burgers.fandom.com/wiki/UFO_No_You_Didn%27t,THE COLBY BY YOUR NAME BURGER,THE COLBY BY YOUR NAME BURGER,,1561833,UFO No You Didn't,9,https://www.tvmaze.com/episodes/1561833/bobs-burgers-9x09-ufo-no-you-didnt,exact,1.0
9,UFO No You Didn't,https://bobs-burgers.fandom.com/wiki/UFO_No_You_Didn%27t,THE AROUND THE WORLD IN EIGHTY DATES BURGER,THE AROUND THE WORLD IN EIGHTY DATES BURGER,,1561833,UFO No You Didn't,9,https://www.tvmaze.com/episodes/1561833/bobs-burgers-9x09-ufo-no-you-didnt,exact,1.0
9,UFO No You Didn't,https://bobs-burgers.fandom.com/wiki/UFO_No_You_Didn%27t,THE FIGGIE SMALLS BURGER,THE FIGGIE SMALLS BURGER,,1561833,UFO No You Didn't,9,https://www.tvmaze.com/episodes/1561833/bobs-burgers-9x09-ufo-no-you-didnt,exact,1.0
9,UFO No You Didn't,https://bobs-burgers.fandom.com/wiki/UFO_No_You_Didn%27t,THE DILL CRAZY AFTER ALL THESE GRUYERES BURGER,THE DILL CRAZY AFTER ALL THESE GRUYERES BURGER,,1561833,UFO No You Didn't,9,https://www.tvmaze.com/episodes/1561833/bobs-burgers-9x09-ufo-no-you-didnt,exact,1.0
9,Better Off Sled,https://bobs-burgers.fandom.com/wiki/Better_Off_Sled,THE SMILLA'S SENSE OF SNOWPEAS BURGER,THE SMILLA'S SENSE OF SNOWPEAS BURGER,,1565505,Better Off Sled,10,https://www.tvmaze.com/episodes/1565505/bobs-burgers-9x10-better-off-sled,exact,1.0
9,Better Off Sled,https://bobs-burgers.fandom.com/wiki/Better_Off_Sled,THE SANTA SLAWS IS COMING TO TOWN BURGER,THE SANTA SLAWS IS COMING TO TOWN BURGER,,1565505,Better Off Sled,10,https://www.tvmaze.com/episodes/1565505/bobs-burgers-9x10-better-off-sled,exact,1.0
9,"Lorenzo's Oil? No, Linda's","https://bobs-burgers.fandom.com/wiki/Lorenzo%27s_Oil%3F_No,_Linda%27s",THE BRUSSEL AND FLOW BURGER (Served with Brussel Sprouts),THE BRUSSEL AND FLOW BURGER,Served with Brussel Sprouts,1577671,"Lorenzo's Oil? No, Linda's",11,https://www.tvmaze.com/episodes/1577671/bobs-burgers-9x11-lorenzos-oil-no-lindas,exact,1.0
9,The Helen Hunt,https://bobs-burgers.fandom.com/wiki/The_Helen_Hunt,THE MUSH-AROOM ABOUT NOTHING BURGER,THE MUSH-AROOM ABOUT NOTHING BURGER,,1577742,The Helen Hunt,12,https://www.tvmaze.com/episodes/1577742/bobs-burgers-9x12-the-helen-hunt,exact,1.0
9,"Bed, Bob & Beyond","https://bobs-burgers.fandom.com/wiki/Bed,_Bob_%26_Beyond",None,None,,1587856,"Bed, Bob and Beyond",13,https://www.tvmaze.com/episodes/1587856/bobs-burgers-9x13-bed-bob-and-beyond,exact,1.0
9,Every Which Way but Goose,https://bobs-burgers.fandom.com/wiki/Every_Which_Way_but_Goose,THE THROW YOUR HANDS IN THE GRUYERE BURGER,THE THROW YOUR HANDS IN THE GRUYERE BURGER,,1587857,Every Which Way But Goose,14,https://www.tvmaze.com/episodes/1587857/bobs-burgers-9x14-every-which-way-but-goose,exact,1.0
9,Every Which Way but Goose,https://bobs-burgers.fandom.com/wiki/Every_Which_Way_but_Goose,THE SEALED WITH A SWISS BURGER,THE SEALED WITH A SWISS BURGER,,1587857,Every Which Way But Goose,14,https://www.tvmaze.com/episodes/1587857/bobs-burgers-9x14-every-which-way-but-goose,exact,1.0
9,Every Which Way but Goose,https://bobs-burgers.fandom.com/wiki/Every_Which_Way_but_Goose,THE TWO LEFT BEET BURGER,THE TWO LEFT BEET BURGER,,1587857,Every Which Way But Goose,14,https://www.tvmaze.com/episodes/1587857/bobs-burgers-9x14-every-which-way-but-goose,exact,1.0
9,Every Which Way but Goose,https://bobs-burgers.fandom.com/wiki/Every_Which_Way_but_Goose,THE I LOVE YOU JUST THE WHEY YOU ARE BURGER,THE I LOVE YOU JUST THE WHEY YOU ARE BURGER,,1587857,Every Which Way But Goose,14,https://www.tvmaze.com/episodes/1587857/bobs-burgers-9x14-every-which-way-but-goose,exact,1.0
9,The Fresh Princ-ipal,https://bobs-burgers.fandom.com/wiki/The_Fresh_Princ-ipal,VIDEO KILLED THE RADICCHIO STAR BURGER,VIDEO KILLED THE RADICCHIO STAR BURGER,,1610364,The Fresh Princ-ipal,15,https://www.tvmaze.com/episodes/1610364/bobs-burgers-9x15-the-fresh-princ-ipal,exact,1.0
9,Roamin' Bob-iday,https://bobs-burgers.fandom.com/wiki/Roamin%27_Bob-iday,THE I HATE TO SEE YOU BRIE-VE BUT I LOVE TO WATCH YOU GO BURGER,THE I HATE TO SEE YOU BRIE-VE BUT I LOVE TO WATCH YOU GO BURGER,,1610371,Roamin' Bob-iday,16,https://www.tvmaze.com/episodes/1610371/bobs-burgers-9x16-roamin-bob-iday,exact,1.0
9,Roamin' Bob-iday,https://bobs-burgers.fandom.com/wiki/Roamin%27_Bob-iday,"MURDER, KIMCHI WROTE BURGER","MURDER, KIMCHI WROTE BURGER",,1610371,Roamin' Bob-iday,16,https://www.tvmaze.com/episodes/1610371/bobs-burgers-9x16-roamin-bob-iday,exact,1.0
9,What About Blob?,https://bobs-burgers.fandom.com/wiki/What_About_Blob%3F,THE CHEVRE LITTLE THING SHE DOES IS MAGIC BURGER,THE CHEVRE LITTLE THING SHE DOES IS MAGIC BURGER,,1613238,What About Blob?,17,https://www.tvmaze.com/episodes/1613238/bobs-burgers-9x17-what-about-blob,exact,1.0
9,What About Blob?,https://bobs-burgers.fandom.com/wiki/What_About_Blob%3F,THE GORGON-BABY-GONE BURGER (Comes with gorgonzola cheese),THE GORGON-BABY-GONE BURGER,Comes with gorgonzola cheese,1613238,What About Blob?,17,https://www.tvmaze.com/episodes/1613238/bobs-burgers-9x17-what-about-blob,exact,1.0
9,What About Blob?,https://bobs-burgers.fandom.com/wiki/What_About_Blob%3F,THE STRAIGHT AND MARROW BURGER (Comes with bone marrow),THE STRAIGHT AND MARROW BURGER,Comes with bone marrow,1613238,What About Blob?,17,https://www.tvmaze.com/episodes/1613238/bobs-burgers-9x17-what-about-blob,exact,1.0
